,ID_P,NAME_P,DATE_P,COUNTRY_P,RANK_P,PROGRESS_P,POINT_P,HARDPOINT_P,HARDTOUR_P,CLAYPOINT_P,CLAYTOUR_P,GRASSPOINT_P,GRASSTOUR_P,CARPETPOINT_P,CARPETTOUR_P,PRIZE_P,CH_P,DR_P,DP_P,DO_P,IHARDPOINT_P,IHARDTOUR_P,ITF_ID
19388,19948,Fedor Chervyakov,1993-01-13 00:00:00,RUS,,,,24.0,13.0,0.0,2.0,0.0,0.0,0.0,0.0,18575.0,,,,,0.0,1.0,100081298.0
19389,19949,Daniel Mccall,1993-02-09 00:00:00,USA,,,,,,,,,,,,,,,,,,,
19391,19951,Thiemo de Bakker/Robin Haase,,,,,,,,,,,,,,,,,,,,,
19393,19953,Paolo Lorenzi/Potito Starace,,,,,,,,,,,,,,,,,,,,,
19397,19957,James Cerretani/Michael Kohlmann,,,,,,,,,,,,,,,,,,,,,
19402,19962,Dennis Novikov,1993-11-06 00:00:00,USA,147.0,1.0,399.0,237.0,16.0,25.0,8.0,7.0,3.0,0.0,0.0,181693.0,,168.0,9.0,439.0,109.0,6.0,100133952.0
19430,19991,Matthew Ebden/Samuel Groth,,,,,,,,,,,,,,,,,,,,,
19438,19999,David Guez/Florent Serra,,,,,,,,,,,,,,,,,,,,,
19439,20000,Paterne Mamata/Gael Monfils,,,,,,,,,,,,,,,,,,,,,
19454,20015,Daniele Bracciali/Jonathan Erlich,,,,,,,,,,,,,,,,,,,,,
19461,20022,Juan Monaco/Horacio Zeballos,,,,,,,,,,,,,,,,,,,,,
19465,20026,Mark Knowles/Xavier Malisse,,,,,,,,,,,,,,,,,,,,,
19466,20027,Daniel Brands/Florian Mayer,,,,,,,,,,,,,,,,,,,,,
19481,20042,Nikola Cacic/Dusan Lajovic,,,,,,,,,,,,,,,,,,,,,
19482,20043,Andrey Golubev/Alexandre Sidorenko,,,,,,,,,,,,,,,,,,,,,
19486,20047,Maxime Forcin,1989-06-26 00:00:00,FRA,,,,,,,,,,,,,,,,,,,100130018.0
19490,20051,David Nalbandian/Horacio Zeballos,,,,,,,,,,,,,,,,,,,,,
19493,20054,Durukan Durmus,1994-01-11 00:00:00,TUR,,,,,,,,,,,,13044.0,,,,,,,100150056.0
19494,20055,Daniel Nestor/Milos Raonic,,,,,,,,,,,,,,,,,,,,,
19499,20060,Jorge Aguilar/Paul Capdeville,,,,,,,,,,,,,,,,,,,,,
19516,20077,Toshihide Matsui/Takao Suzuki,,,,,,,,,,,,,,,,,,,,,
19517,20078,Andrey Golubev/Yuriy Schukin,,,,,,,,,,,,,,,,,,,,,
19519,20080,Mohd Assri Merzuki,1994-12-28 00:00:00,MAS,,,,,,,,,,,,11749.0,,,,,,,
19522,20083,Harshana Godamanna/Rajeev Rajapakse,,,,,,,,,,,,,,,,,,,,,
19523,20084,Marcus Daniell/Daniel King-Turner,,,,,,,,,,,,,,,,,,,,,
19526,20087,Haluk Akkoyun/Marsel Ilhan,,,,,,,,,,,,,,,,,,,,,
19528,20089,Stian Boretti/Erling Tveit,,,,,,,,,,,,,,,,,,,,,
19537,20098,Arnau Dachs,1991-09-06 00:00:00,ESP,,,,,,,,,,,,,,,,,,,100095252.0
19538,20099,Lloyd Glasspool,1993-11-19 00:00:00,GBR,287.0,6.0,173.0,33.0,7.0,5.0,3.0,1.0,2.0,12.0,1.0,13546.0,,251.0,-9.0,281.0,13.0,2.0,100134208.0
19539,20100,Antonio Massara,1995-09-16 00:00:00,ITA,510.0,5.0,68.0,4.0,8.0,26.0,16.0,0.0,0.0,0.0,0.0,12554.0,,703.0,4.0,65.0,0.0,2.0,100166586.0
19541,20102,Antonio Campo,1993-08-04 00:00:00,ITA,,,,,,,,,,,,12553.0,,,,,,,100138357.0
19542,20103,Danilo Platania,1992-09-20 00:00:00,ITA,,,,,,,,,,,,,,,,,,,100132997.0
19543,20104,Marco Cecchinato,1992-09-30 00:00:00,ITA,171.0,-13.0,334.0,28.0,8.0,615.0,22.0,0.0,0.0,0.0,0.0,356127.0,,277.0,-16.0,254.0,0.0,0.0,100128625.0
19544,20105,Stefano Platania,1989-12-25 00:00:00,ITA,,,,,,,,,,,,,,,,,,,100078868.0
19549,20110,Tomislav Brkic/Aldin Setkic,,,,,,,,,,,,,,,,,,,,,
19550,20111,Ivan Dodig/Lukas Rosol,,,,,,,,,,,,,,,,,,,,,
19557,20118,Victor Crivoi/Adrian Ungur,,,,,,,,,,,,,,,,,,,,,
19558,20119,James Cerretani/Adil Shamasdin,,,,,,,,,,,,,,,,,,,,,
19569,20130,Tatsuma Ito/Toshihide Matsui,,,,,,,,,,,,,,,,,,,,,
19572,20133,Marcos Giraldi Requena,1993-11-26 00:00:00,ESP,559.0,3.0,58.0,16.0,7.0,52.0,26.0,0.0,0.0,0.0,0.0,31499.0,,711.0,4.0,64.0,0.0,0.0,100145116.0
19574,20135,Ruikai Wang,1992-08-06 00:00:00,CHN,,,,,,,,,,,,,,,,,,,100146612.0
19577,20138,Tom Jomby,1991-02-18 00:00:00,FRA,807.0,-6.0,23.0,68.0,16.0,0.0,1.0,0.0,1.0,4.0,1.0,24548.0,,739.0,6.0,58.0,6.0,9.0,100107367.0
19595,20156,Robert Lindstedt/Horia Tecau,,,,,,,,,,,,,,,,,,,,,
19602,20163,Iancu-Lustinian Ghinda,1995-12-20 00:00:00,CAN,,,,,,,,,,,,,,,,,,,100125367.0
19603,20164,Nikolai Haessig,1992-11-18 00:00:00,CAN,,,,,,,,,,,,,,,,,,,100103960.0
19604,20165,Takeshi Endo,1991-11-30 00:00:00,JPN,,,,,,,,,,,,,,,,,,,100086507.0
19607,20168,He Feng,1993-02-11 00:00:00,CHN,,,,,,,,,,,,15507.0,,,,,,,100127024.0
19609,20170,Jing Zhao,1991-01-25 00:00:00,CHN,,,,,,,,,,,,,,,,,,,100064365.0
19632,20193,Lucas Pouille,1994-02-23 00:00:00,FRA,16.0,0.0,2036.0,136.0,10.0,353.0,8.0,10.0,4.0,0.0,0.0,701445.0,1991.0,95.0,4.0,810.0,226.0,7.0,100134488.0
19633,20194,Mick Lescure,1993-06-02 00:00:00,FRA,678.0,-5.0,36.0,15.0,12.0,4.0,4.0,0.0,0.0,15.0,2.0,25328.0,,589.0,43.0,90.0,3.0,5.0,100132117.0
19636,20197,Xavier Malisse/Michael Russell,,,,,,,,,,,,,,,,,,,,,
19649,20210,Federico Delbonis/Albert Ramos-Vinolas,,,,,,,,,,,,,,,,,,,,,
19661,20222,Vinicius Trevisan,,BRA,,,,,,,,,,,,,,,,,,,100181402.0
19671,20232,Felipe Soares,1992-12-21 00:00:00,BRA,,,,,,,,,,,,,,,,,,,100135105.0
19672,20233,Gabriel Friedrich,1994-06-04 00:00:00,BRA,,,,,,,,,,,,,,,,,,,100154364.0
19674,20235,Jae Hwan Kim,1994-09-23 00:00:00,KOR,,,,,,,,,,,,,,,,,,,100135665.0
19675,20236,Seong Hyeon Im,1988-02-26 00:00:00,KOR,,,,,,,,,,,,,,,,,,,100179214.0
19696,20257,Dominik Meffert/Philipp Oswald,,,,,,,,,,,,,,,,,,,,,
19712,20273,Guilherme Hadlich,1994-05-05 00:00:00,BRA,,,,,,,,,,,,,,,,,,,100172074.0
19713,20274,Joao Walendowsky,1995-09-16 00:00:00,BRA,,,,,,,,,,,,11709.0,,,,,,,100178826.0
19716,20278,Igor Andreev/Jeremy Chardy,,,,,,,,,,,,,,,,,,,,,
19720,20282,Lleyton Hewitt/Mark Knowles,,,,,,,,,,,,,,,,,,,,,
19721,20283,Thomaz Bellucci/Horacio Zeballos,,,,,,,,,,,,,,,,,,,,,
19723,20285,Pietro Rondoni,1993-11-03 00:00:00,ITA,,,,7.0,5.0,19.0,27.0,0.0,0.0,0.0,0.0,29740.0,,668.0,-63.0,70.0,0.0,0.0,100132120.0
19724,20286,Eduardo Segura Mandarino,1992-05-13 00:00:00,ESP,,,,,,,,,,,,,,,,,,,100126353.0
19725,20287,Zhao Cai,1994-07-05 00:00:00,CHN,,,,,,,,,,,,,,,,,,,100143285.0
19726,20288,Yilun Wang,1991-04-07 00:00:00,CHN,,,,,,,,,,,,,,,,,,,100116940.0
19727,20289,Da-Wei Li,1992-04-03 00:00:00,CHN,,,,,,,,,,,,,,,,,,,100090347.0
19728,20290,Hong Chung,1993-05-16 00:00:00,KOR,653.0,-1.0,39.0,13.0,6.0,2.0,1.0,0.0,0.0,0.0,0.0,21132.0,,,,,0.0,0.0,100117200.0
19730,20292,Carlos Berlocq/Diego Junqueira,,,,,,,,,,,,,,,,,,,,,
19734,20296,Aljaz Bedene/Blaz Kavcic,,,,,,,,,,,,,,,,,,,,,
19744,20306,Gero Kretschmer/Alexander Satschko,,,,,,,,,,,,,,,,,,,,,
19748,20310,Facundo Bagnis/Guido Pella,,,,,,,,,,,,,,,,,,,,,
19762,20324,Andrea Arnaboldi/Gianluca Naso,,,,,,,,,,,,,,,,,,,,,
19770,20332,Jorge Aguilar/Federico Delbonis,,,,,,,,,,,,,,,,,,,,,
19780,20342,Karol Beck/Lukas Lacko,,,,,,,,,,,,,,,,,,,,,
19789,20351,Tomas Buchhass,1992-05-20 00:00:00,ARG,,,,,,,,,,,,,,,,,,,100112315.0
19792,20354,Ameur Ben Hassen,1993-06-28 00:00:00,TUN,,,,,,,,,,,,,,,,,,,100183363.0
19796,20358,Jan Kuncik,1993-03-20 00:00:00,CZE,,,,,,,,,,,,18432.0,,,,,,,100124176.0
19797,20360,Kristian Pospisil,1992-09-01 00:00:00,CZE,,,,,,,,,,,,,,,,,,,100183609.0
19800,20364,Leonardo Xavier Vera Garcia,1990-12-06 00:00:00,ECU,,,,,,,,,,,,,,,,,,,100159463.0
19801,20365,Jefferson Garcia,1995-04-15 00:00:00,ECU,,,,,,,,,,,,,,,,,,,100183602.0
19804,20369,Galo Barrezueta,1994-08-13 00:00:00,ECU,,,,,,,,,,,,,,,,,,,100183606.0
19831,20396,Frederico Ferreira Silva,1995-03-18 00:00:00,POR,280.0,-11.0,180.0,81.0,15.0,56.0,16.0,0.0,0.0,0.0,0.0,60660.0,,370.0,-94.0,177.0,0.0,0.0,
19841,20406,Nicolas Almagro/Pere Riba,,,,,,,,,,,,,,,,,,,,,
19850,20415,Kevin Prando,1992-02-06 00:00:00,ARG,,,,,,,,,,,,,,,,,,,
19853,20418,Alexander Babanine,1994-09-06 00:00:00,AUS,,,,,,,,,,,,,,,,,,,100118691.0
19855,20420,Roman Jebavy/Adrian Sikora,,,,,,,,,,,,,,,,,,,,,
19861,20426,Jan Hernych/Jan Mertl,,,,,,,,,,,,,,,,,,,,,
19875,20440,Nicolas Mahut/Adrian Mannarino,,,,,,,,,,,,,,,,,,,,,
19878,20443,Greg Jones/James Ward,,,,,,,,,,,,,,,,,,,,,
19884,20449,Arnau Brugues-Davi/Victor Estrella,,,,,,,,,,,,,,,,,,,,,
19894,20459,Karim Kadry,1991-10-01 00:00:00,EGY,,,,,,,,,,,,,,,,,,,100085180.0
19898,20463,Gianluca Mager,1994-12-01 00:00:00,ITA,321.0,24.0,148.0,4.0,2.0,113.0,24.0,0.0,0.0,1.0,2.0,39817.0,,,,,12.0,6.0,100159661.0
19900,20465,Stefano Napolitano,1995-04-11 00:00:00,ITA,224.0,-2.0,244.0,38.0,11.0,49.0,10.0,0.0,0.0,0.0,1.0,51535.0,,242.0,86.0,292.0,6.0,7.0,
19904,20469,Jose Perdomo,1987-05-18 00:00:00,PUR,,,,,,,,,,,,,,,,,,,100042883.0
19905,20470,Aldo Aaron Arteaga,1986-06-25 00:00:00,MEX,,,,,,,,,,,,,,,,,,,100007479.0
19906,20471,Mateo Nicolas Martinez,1994-03-05 00:00:00,ARG,679.0,99.0,36.0,8.0,5.0,24.0,19.0,0.0,0.0,0.0,0.0,44237.0,,395.0,26.0,157.0,0.0,0.0,100156399.0
19907,20472,Blade Fong,1992-06-04 00:00:00,AUS,,,,,,,,,,,,,,,,,,,100103125.0
19913,20486,Dario Racic,1993-10-21 00:00:00,BIH,,,,,,,,,,,,,,,,,,,
19914,20487,Daniel Uhlig,1991-07-28 00:00:00,GER,,,,,,,,,,,,15010.0,,,,,,,100121266.0
19919,20492,Federico Gaio/Alessandro Giannessi,,,,,,,,,,,,,,,,,,,,,
19922,20495,Guillaume Couillard/Thomas Oger,,,,,,,,,,,,,,,,,,,,,
19923,20496,Benjamin Balleret/Benoit Paire,,,,,,,,,,,,,,,,,,,,,
19960,20533,Mac Styslinger,1993-09-06 00:00:00,USA,,,,,,,,,,,,16979.0,,,,,,,100141665.0
19968,20542,Matteo Donati,1995-02-28 00:00:00,ITA,210.0,3.0,263.0,43.0,5.0,189.0,9.0,16.0,2.0,0.0,0.0,132506.0,,309.0,1.0,222.0,32.0,5.0,100152177.0
19970,20544,Nicolas Compagnucci,1995-01-26 00:00:00,ITA,,,,,,,,,,,,,,,,,,,100166734.0
19972,20546,Ji Ha Kim,1993-05-07 00:00:00,KOR,,,,,,,,,,,,,,,,,,,100133416.0
19973,20547,Hyeong Don Kim,1993-05-05 00:00:00,KOR,,,,,,,,,,,,,,,,,,,100128869.0
19974,20548,Min-Kyu Song,1990-08-25 00:00:00,KOR,700.0,1.0,33.0,9.0,10.0,12.0,2.0,0.0,0.0,0.0,0.0,15403.0,,492.0,-2.0,110.0,0.0,0.0,100109063.0
19980,20554,Ronit Singh Bisht,1996-04-06 00:00:00,IND,890.0,-30.0,17.0,34.0,15.0,0.0,2.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,100152207.0
19984,20559,Jean-Marc Werner,1990-06-21 00:00:00,GER,850.0,-11.0,20.0,0.0,0.0,35.0,28.0,0.0,0.0,0.0,0.0,31872.0,,628.0,30.0,81.0,0.0,0.0,100136679.0
19986,20561,Anton Bettink,1992-12-11 00:00:00,NZL,,,,,,,,,,,,,,,,,,,100113370.0
19987,20562,Joseph Cadogan,1989-01-23 00:00:00,TRI,,,,,,,,,,,,,,,,,,,100099834.0
19989,20564,Jesse Levine/Bobby Reynolds,,,,,,,,,,,,,,,,,,,,,
20002,20578,Carlos Berlocq/Teimuraz Gabashvili,,,,,,,,,,,,,,,,,,,,,
20003,20579,Martin Alund/Rogerio Dutra Da Silva,,,,,,,,,,,,,,,,,,,,,
20005,20581,Marco Cecchinato/Matteo Donati,,,,,,,,,,,,,,,,,,,,,
20012,20588,Andre Begemann/Matthew Ebden,,,,,,,,,,,,,,,,,,,,,
20016,20592,Suk-Young Jeong/Ji Sung Nam,,,,,,,,,,,,,,,,,,,,,
20030,20606,Filip Krajinovic/Nenad Zimonjic,,,,,,,,,,,,,,,,,,,,,
20034,20610,Andrey Golubev/Paolo Lorenzi,,,,,,,,,,,,,,,,,,,,,
20036,20612,Sergiy Stakhovsky/Mikhail Youzhny,,,,,,,,,,,,,,,,,,,,,
20041,20617,Jonathan Erlich/Dudi Sela,,,,,,,,,,,,,,,,,,,,,
20047,20623,Renier Moolman,1992-04-10 00:00:00,RSA,,,,,,,,,,,,,,,,,,,100101817.0
20050,20626,Alex J Trillini,1991-05-06 00:00:00,AUS,,,,,,,,,,,,,,,,,,,100110048.0
20052,20628,Di Wu/Ze Zhang,,,,,,,,,,,,,,,,,,,,,
20055,20631,Ivo Klec/Andrej Martin,,,,,,,,,,,,,,,,,,,,,
20061,20637,Rik de Voest/Izak van der Merwe,,,,,,,,,,,,,,,,,,,,,
20072,20648,Taro Daniel,1993-01-27 00:00:00,JPN,91.0,-2.0,647.0,130.0,8.0,379.0,14.0,0.0,1.0,0.0,0.0,317652.0,586.0,,,,107.0,6.0,
20074,20650,Dominic Thiem,1993-09-03 00:00:00,AUT,10.0,0.0,3295.0,365.0,11.0,1030.0,9.0,65.0,4.0,0.0,0.0,2009504.0,3205.0,86.0,2.0,915.0,270.0,6.0,
20075,20651,Tristan Lamasine,1993-03-05 00:00:00,FRA,217.0,29.0,250.0,68.0,9.0,156.0,16.0,8.0,1.0,0.0,0.0,139529.0,,107.0,-15.0,743.0,9.0,5.0,
20076,20652,Jeson Patrombon,1993-03-27 00:00:00,PHI,,,,,,,,,,,,,,,,,,,
20077,20653,Miki Jankovic,1994-09-26 00:00:00,SRB,320.0,-11.0,148.0,58.0,14.0,67.0,17.0,0.0,0.0,0.0,0.0,45106.0,,438.0,2.0,133.0,0.0,2.0,
20078,20654,Gregoire Barrere,1994-02-16 00:00:00,FRA,215.0,2.0,254.0,12.0,7.0,16.0,6.0,0.0,0.0,3.0,2.0,53540.0,,234.0,5.0,300.0,112.0,14.0,
20079,20655,Mathias Bourgue,1994-01-18 00:00:00,FRA,194.0,5.0,284.0,34.0,7.0,165.0,22.0,8.0,1.0,0.0,0.0,126326.0,,,,,0.0,1.0,
20081,20657,Bartosz Wojnar,1993-09-26 00:00:00,POL,,,,,,,,,,,,,,,,,,,100153108.0
20082,20658,Nik Razborsek,1993-10-04 00:00:00,SLO,801.0,-24.0,24.0,5.0,5.0,27.0,17.0,0.0,0.0,0.0,0.0,18487.0,,876.0,-2.0,40.0,0.0,0.0,100128692.0
20103,20679,Lleyton Hewitt/Peter Luczak,,,,,,,,,,,,,,,,,,,,,
20106,20682,Marin Cilic/Andre Sa,,,,,,,,,,,,,,,,,,,,,
20113,20689,Daniel Llarenas,1988-07-08 00:00:00,GUM,,,,,,,,,,,,,,,,,,,100109105.0
20118,20694,Juan Ignacio Londero,1993-08-15 00:00:00,ARG,314.0,-10.0,152.0,15.0,4.0,127.0,22.0,0.0,0.0,0.0,0.0,131234.0,,487.0,149.0,112.0,0.0,0.0,100125892.0
20121,20697,Zheng Li,1990-03-02 00:00:00,CHN,,,,,,,,,,,,,,,,,,,100113529.0
20122,20698,Teodor Nicolae Marin,1993-02-01 00:00:00,ROU,,,,,,,,,,,,,,,,,,,100136663.0
20124,20700,Dragos Constantin Ignat,1993-02-13 00:00:00,ROU,,,,,,,,,,,,,,,,,,,100121040.0
20126,20702,Elmar Ejupovic,1993-02-01 00:00:00,BIH,817.0,-8.0,23.0,4.0,4.0,10.0,13.0,0.0,0.0,6.0,4.0,,,,,,5.0,4.0,100132027.0
20129,20705,Marek Jaloviec,1994-01-21 00:00:00,CZE,473.0,1.0,78.0,,,,,,,,,12864.0,,469.0,-5.0,119.0,,,100147663.0
20154,20730,Alex Kuznetsov/Bobby Reynolds,,,,,,,,,,,,,,,,,,,,,
20174,20750,Tomas Papik,1994-04-13 00:00:00,CZE,524.0,3.0,65.0,,,,,,,,,,,549.0,-2.0,96.0,,,100148798.0
20186,20762,Matias Salinas,1991-12-22 00:00:00,ARG,,,,,,,,,,,,,,,,,,,100117959.0
20188,20764,Milen Ianakiev,1995-07-20 00:00:00,GER,,,,,,,,,,,,,,,,,,,100146866.0
20189,20765,Yang Lu,1992-09-19 00:00:00,CHN,,,,,,,,,,,,10262.0,,,,,,,100113527.0
20190,20766,Dongrun Zhang,1991-01-22 00:00:00,CHN,,,,,,,,,,,,,,,,,,,100133813.0
20192,20768,Wojciech Lutkowski,1992-02-19 00:00:00,POL,,,,,,,,,,,,,,,,,,,100118399.0
20193,20769,Patryk Janik,1992-04-23 00:00:00,POL,,,,,,,,,,,,,,,,,,,100137828.0
20204,20780,Juraj Simcak,1993-02-18 00:00:00,SVK,,,,,,,,,,,,,,,,,,,100131627.0
20214,20790,Luigi Gatti,1977-05-06 00:00:00,ITA,,,,,,,,,,,,,,,,,,,100188100.0
20230,20807,Sebastien Boltz,1993-04-05 00:00:00,FRA,632.0,-1.0,44.0,103.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,44922.0,,803.0,-2.0,48.0,27.0,11.0,100126153.0
20232,20809,Colin Van Beem,1992-04-28 00:00:00,NED,839.0,2.0,21.0,,,,,,,,,17936.0,,,,,,,100122469.0
20233,20810,Joop Bos,1989-01-01 00:00:00,NED,,,,,,,,,,,,,,,,,,,100059890.0
20234,20811,Alban Meuffels,1992-08-24 00:00:00,NED,,,,,,,,,,,,28015.0,,,,,,,100097845.0
20241,20818,Andreas Mies,1990-08-21 00:00:00,GER,,,,,,,,,,,,10446.0,,218.0,3.0,334.0,,,100126923.0
20242,20819,Oscar Otte,1993-07-16 00:00:00,GER,491.0,5.0,73.0,0.0,0.0,51.0,13.0,0.0,0.0,8.0,6.0,22913.0,,299.0,-2.0,236.0,1.0,1.0,100155196.0
20249,20826,Pablo Andujar/Carlos Berlocq,,,,,,,,,,,,,,,,,,,,,
20254,20831,Andrea Arnaboldi/Adrian Ungur,,,,,,,,,,,,,,,,,,,,,
20268,20845,Constantin Christ,1993-01-24 00:00:00,GER,,,,,,,,,,,,,,,,,,,100128618.0
20269,20846,Luke Bambridge,1995-01-21 00:00:00,GBR,498.0,-1.0,72.0,40.0,14.0,13.0,4.0,0.0,4.0,0.0,0.0,47074.0,,268.0,1.0,269.0,6.0,8.0,
20270,20847,Kyle Edmund,1995-01-08 00:00:00,GBR,54.0,0.0,843.0,361.0,14.0,217.0,6.0,10.0,2.0,0.0,0.0,410583.0,821.0,833.0,-4.0,45.0,0.0,0.0,
20272,20849,Sander Gille,1991-01-15 00:00:00,BEL,593.0,-2.0,52.0,10.0,10.0,7.0,15.0,0.0,0.0,0.0,0.0,23025.0,,163.0,-3.0,454.0,9.0,2.0,100108858.0
20273,20850,Moos Sporken,1994-02-22 00:00:00,NED,,,,,,,,,,,,,,,,,,,100126719.0
20277,20854,Jannis Liniger,1990-01-17 00:00:00,SUI,,,,,,,,,,,,11111.0,,,,,,,
20279,20856,Christian Oliver Lee,1992-04-19 00:00:00,MAS,,,,,,,,,,,,,,,,,,,100103009.0
20280,20857,Kamil Benmoussa,1994-03-21 00:00:00,MAR,,,,,,,,,,,,,,,,,,,100144502.0
20281,20858,Brian Orradre,1992-02-23 00:00:00,ARG,,,,,,,,,,,,,,,,,,,100148048.0
20286,20863,Carlos Berlocq/Federico Delbonis,,,,,,,,,,,,,,,,,,,,,
20292,20869,Marco Crugnola/Simone Vagnozzi,,,,,,,,,,,,,,,,,,,,,
20299,20876,Daniel Munoz-De La Nava/Albert Ramos-Vinolas,,,,,,,,,,,,,,,,,,,,,
20305,20882,Christoph Uster,1988-08-11 00:00:00,GER,,,,,,,,,,,,,,,,,,,100054639.0
20306,20883,Friedrich Klasen,1992-01-08 00:00:00,GER,,,,,,,,,,,,,,,,,,,100140281.0
20318,20895,Marko Rajic,1992-05-09 00:00:00,SRB,,,,,,,,,,,,,,,,,,,100133647.0
20319,20896,Nathan Pasha,1992-07-15 00:00:00,USA,,,,,,,,,,,,16459.0,,,,,,,100130872.0
20320,20897,Derek Difazio,1989-06-23 00:00:00,USA,,,,,,,,,,,,,,,,,,,100129454.0
20322,20899,Darius Florin Bragusi,1993-06-18 00:00:00,ROU,,,,,,,,,,,,,,,,,,,100152185.0
20323,20900,Toby Martin,1993-02-19 00:00:00,GBR,,,,22.0,16.0,6.0,3.0,0.0,1.0,0.0,0.0,29463.0,,,,,0.0,2.0,100130101.0
20328,20905,Florian Barth,1989-03-06 00:00:00,GER,,,,,,,,,,,,,,,,,,,100154460.0
20330,20907,Nicolo Vaccarini,1993-10-09 00:00:00,ITA,,,,,,,,,,,,,,,,,,,100147656.0
20332,20910,Alberto Maria Lombardi,1995-01-04 00:00:00,ITA,,,,,,,,,,,,,,,,,,,100166736.0
20336,20914,Marius Copil/Victor Crivoi,,,,,,,,,,,,,,,,,,,,,
20338,20916,Axel Michon/Guillaume Rufin,,,,,,,,,,,,,,,,,,,,,
20341,20919,Petru-Alexandru Luncanu/Florin Mergea,,,,,,,,,,,,,,,,,,,,,
20345,20923,Thomas Fabbiano/Paolo Lorenzi,,,,,,,,,,,,,,,,,,,,,
20350,20928,Flavio Cipolla/Alessandro Giannessi,,,,,,,,,,,,,,,,,,,,,
20355,20933,Ryan Harrison/Austin Krajicek,,,,,,,,,,,,,,,,,,,,,
20356,20934,Sam Barnett,1989-09-07 00:00:00,USA,,,,,,,,,,,,,,,,,,,100148228.0
20358,20936,Sam Barnett/Kevin Kim,,,,,,,,,,,,,,,,,,,,,
20359,20937,Nicholas Monroe/Artem Sitak,,,,,,,,,,,,,,,,,,,,,
20372,20950,Filip Bergevi,1994-04-20 00:00:00,SWE,,,,,,,,,,,,,,,,,,,
20373,20951,Marin Cilic/Ivan Dodig,,,,,,,,,,,,,,,,,,,,,
20377,20955,Daniel Gimeno-Traver/Horacio Zeballos,,,,,,,,,,,,,,,,,,,,,
20378,20956,Marco Chiudinelli/Sergiy Stakhovsky,,,,,,,,,,,,,,,,,,,,,
20379,20957,Johan Brunstrom/Michal Mertinak,,,,,,,,,,,,,,,,,,,,,
20391,20969,Talles De Oliveira Vilarinho,1990-11-29 00:00:00,BRA,,,,,,,,,,,,,,,,,,,100106533.0
20397,20976,Hasier Pastor,1993-05-29 00:00:00,ESP,,,,,,,,,,,,,,,,,,,100154726.0
20399,20978,Philip Orno,1986-12-09 00:00:00,DEN,,,,,,,,,,,,,,,,,,,100080896.0
20400,20979,Nils Brinkman,1992-06-25 00:00:00,GER,868.0,5.0,19.0,,,,,,,,,,,,,,,,100112247.0
20404,20983,Lukas Mugevicius,1994-12-07 00:00:00,LTU,502.0,7.0,70.0,27.0,13.0,6.0,11.0,0.0,0.0,0.0,0.0,22960.0,,375.0,-49.0,172.0,0.0,2.0,
20405,20984,Richard Berankis/Laurynas Grigelis,,,,,,,,,,,,,,,,,,,,,
20408,20987,Sergis Kyratzis,1995-05-12 00:00:00,CYP,,,,,,,,,,,,,,,,,,,
20410,20989,Thomas Kromann/Frederik Nielsen,,,,,,,,,,,,,,,,,,,,,
20414,20993,Marcus Daniell/Michael Venus,,,,,,,,,,,,,,,,,,,,,
20416,20995,Dineshkanthan Thangarajah,1991-01-05 00:00:00,SRI,,,,,,,,,,,,,,,,,,,
20421,21000,Mauricio Doria-Medina/Federico Zeballos,,,,,,,,,,,,,,,,,,,,,
20438,21017,Matteo Donati/Stefano Napolitano,,,,,,,,,,,,,,,,,,,,,
20441,21020,Piercarlo Coccio,1990-06-19 00:00:00,ITA,,,,,,,,,,,,,,,,,,,100094103.0
20446,21025,Flavio Cipolla/Alessio di Mauro,,,,,,,,,,,,,,,,,,,,,
20453,21032,Konstantin Kravchuk/Denys Molchanov,,,,,,,,,,,,,,,,,,,,,
20467,21046,Sebastien Vidal,1989-12-09 00:00:00,GUA,,,,,,,,,,,,,,,,,,,
20475,21054,Devin Nerenberg,1989-10-23 00:00:00,USA,,,,,,,,,,,,,,,,,,,100190697.0
20477,21056,Drake Bernstein,1989-08-28 00:00:00,USA,,,,,,,,,,,,,,,,,,,100113474.0
20486,21065,Scott Lipsky/Rajeev Ram,,,,,,,,,,,,,,,,,,,,,
20487,21066,Benjamin Becker/Lukas Lacko,,,,,,,,,,,,,,,,,,,,,
20491,21070,Hugo Nys,1991-02-16 00:00:00,FRA,353.0,43.0,127.0,44.0,15.0,8.0,5.0,0.0,0.0,1.0,1.0,64392.0,,284.0,1.0,247.0,9.0,11.0,100128870.0
20497,21076,Chase Buchanan/Bradley Klahn,,,,,,,,,,,,,,,,,,,,,
20503,21082,John-Paul Fruttero/Brydan Klein,,,,,,,,,,,,,,,,,,,,,
20504,21083,Treat Conrad Huey/Dominic Inglot,,,,,,,,,,,,,,,,,,,,,
20518,21097,Juan-Sebastian Cabal/Robert Farah,,,,,,,,,,,,,,,,,,,,,
20521,21100,Juan Sebastian Gomez/Eduardo Struvay,,,,,,,,,,,,,,,,,,,,,
20526,21105,Kirill Komarov,1991-12-31 00:00:00,RUS,,,,,,,,,,,,,,,,,,,100111208.0
20527,21106,Andrey Saveliev,1993-12-15 00:00:00,RUS,,,,,,,,,,,,,,,,,,,100113739.0
